order_id,date,hour,member_id,restaurant_id,total_order
6526,2/3/20,20:00.0,6,2,160.36
6527,2/3/20,22:00.0,72,29,40.45
6528,2/3/20,27:00.0,70,10,141.83
6529,2/3/20,35:00.0,96,8,73.56
6530,2/3/20,38:00.0,77,28,128.63
6531,2/3/20,39:00.0,67,13,146.04
6532,2/3/20,39:00.0,175,1,0
6533,2/3/20,40:00.0,137,30,52
6534,2/3/20,41:00.0,131,27,279.24
6535,2/3/20,46:00.0,178,14,58.7
6536,2/3/20,46:00.0,163,2,230.15
6537,2/3/20,48:00.0,106,28,0
6538,2/3/20,51:00.0,148,2,31.91
6539,2/3/20,53:00.0,135,15,89.59
6540,2/3/20,56:00.0,82,4,153.12
6541,2/3/20,01:00.0,183,24,78.12
6542,2/3/20,31:00.0,157,9,38.71
6543,2/3/20,34:00.0,53,13,256.68
6544,2/3/20,49:00.0,120,27,46.8
6545,2/3/20,51:00.0,29,6,68
6546,2/3/20,52:00.0,3,11,0
6547,2/3/20,04:00.0,42,8,111.9
6548,2/3/20,11:00.0,45,15,126.95
6549,2/3/20,32:00.0,16,4,111.92
6550,2/3/20,45:00.0,169,24,188.26
6551,2/3/20,10:00.0,161,22,54.92
6552,2/3/20,51:00.0,45,4,52.89
6553,2/3/20,21:00.0,18,21,0
6554,2/3/20,24:00.0,192,8,52.02
6555,2/3/20,25:00.0,11,18,121.24
6556,2/3/20,28:00.0,118,24,242.63
6557,2/3/20,29:00.0,52,16,183.75
6558,2/3/20,36:00.0,121,13,79.74
6559,2/3/20,46:00.0,29,4,147.42
6560,2/3/20,58:00.0,107,1,86.44
6561,2/3/20,03:00.0,80,12,0
6562,2/3/20,11:00.0,106,7,37.98
6563,2/3/20,23:00.0,133,25,98.49
6564,2/3/20,33:00.0,165,9,176.93
6565,2/3/20,45:00.0,185,8,127.65
6566,2/3/20,51:00.0,3,12,30.93
6567,2/3/20,01:00.0,43,1,77.53
6568,2/3/20,02:00.0,159,10,147.54
6569,2/3/20,03:00.0,161,22,44.22
6570,2/3/20,05:00.0,140,2,66.31
6571,2/3/20,05:00.0,36,30,138.72
6572,2/3/20,07:00.0,151,21,67.9
6573,2/3/20,08:00.0,89,11,194.6
6574,2/3/20,08:00.0,67,1,109.61
6575,2/3/20,10:00.0,168,21,0
6576,2/3/20,12:00.0,117,11,63.32
6577,2/3/20,16:00.0,139,18,0
6578,2/3/20,27:00.0,54,5,103.84
6579,2/3/20,29:00.0,101,23,62.05
6580,2/3/20,30:00.0,190,10,103.79
6581,2/3/20,31:00.0,70,8,144.62
6582,2/3/20,33:00.0,46,13,0
6583,2/3/20,35:00.0,120,1,72.44
6584,2/3/20,37:00.0,31,28,174.53
6585,2/3/20,37:00.0,123,25,0
6586,2/3/20,42:00.0,154,22,0
6587,2/3/20,43:00.0,123,11,66.7
6588,2/3/20,43:00.0,150,3,111.99
6589,2/3/20,44:00.0,169,16,98.79
6590,2/3/20,47:00.0,95,30,151.94
6591,2/3/20,49:00.0,122,20,110
6592,2/3/20,50:00.0,180,30,136.05
6593,2/3/20,50:00.0,143,8,0
6594,2/3/20,51:00.0,44,3,101.91
6595,2/3/20,57:00.0,194,6,44.59
6596,2/3/20,59:00.0,95,7,0
6597,2/3/20,59:00.0,67,28,77.32
6598,2/3/20,00:00.0,7,19,172.44
6599,2/3/20,03:00.0,164,24,193.27
6600,2/3/20,04:00.0,97,20,225.32
6601,2/3/20,05:00.0,48,20,29.48
6602,2/3/20,06:00.0,28,9,125.83
6603,2/3/20,07:00.0,85,28,40.98
6604,2/3/20,08:00.0,38,5,109.41
6605,2/3/20,10:00.0,76,5,101.12
6606,2/3/20,11:00.0,136,18,173.72
6607,2/3/20,12:00.0,191,24,0
6608,2/3/20,12:00.0,186,13,180.7
6609,2/3/20,16:00.0,85,17,75.32
6610,2/3/20,19:00.0,19,21,0
6611,2/3/20,22:00.0,61,17,189.32
6612,2/3/20,22:00.0,31,11,0
6613,2/3/20,23:00.0,24,16,196.41
6614,2/3/20,24:00.0,163,19,146.03
6615,2/3/20,28:00.0,51,18,343.54
6616,2/3/20,32:00.0,116,14,197.86
6617,2/3/20,32:00.0,121,17,29.02
6618,2/3/20,34:00.0,28,11,133.18
6619,2/3/20,35:00.0,200,28,65.82
6620,2/3/20,35:00.0,181,20,74.62
6621,2/3/20,37:00.0,107,26,115.08
6622,2/3/20,42:00.0,181,20,37.54
6623,2/3/20,43:00.0,189,29,46.64
6624,2/3/20,52:00.0,150,23,0
6625,2/3/20,56:00.0,45,8,36.15
6626,2/3/20,57:00.0,185,6,0
6627,2/3/20,03:00.0,51,28,0
6628,2/3/20,06:00.0,68,17,30.39
6629,2/3/20,13:00.0,21,13,0
6630,2/3/20,13:00.0,128,12,40.36
6631,2/3/20,17:00.0,191,11,199.28
6632,2/3/20,17:00.0,119,10,134.63
6633,2/3/20,18:00.0,143,14,52.76
6634,2/3/20,19:00.0,104,19,100.58
6635,2/3/20,20:00.0,138,1,52.41
6636,2/3/20,21:00.0,187,11,182.92
6637,2/3/20,21:00.0,28,1,65.09
6638,2/3/20,22:00.0,38,14,32.65
6639,2/3/20,23:00.0,80,27,0
6640,2/3/20,24:00.0,161,17,144.24
6641,2/3/20,24:00.0,193,4,141.85
6642,2/3/20,31:00.0,21,28,32.91
6643,2/3/20,32:00.0,133,11,63.32
6644,2/3/20,33:00.0,43,11,90.64
6645,2/3/20,35:00.0,9,2,189.7
6646,2/3/20,36:00.0,80,5,91.55
6647,2/3/20,38:00.0,23,13,76.28
6648,2/3/20,42:00.0,48,13,151.25
6649,2/3/20,44:00.0,61,20,0
6650,2/3/20,44:00.0,42,2,123.67
6651,2/3/20,48:00.0,65,15,35.57
6652,2/3/20,53:00.0,197,29,203.88
6653,2/3/20,56:00.0,59,21,176.88
6654,2/3/20,57:00.0,191,14,178.7
6655,2/3/20,01:00.0,69,27,0
6656,2/3/20,10:00.0,129,16,263.72
6657,2/3/20,23:00.0,25,8,27.57
6658,2/3/20,33:00.0,2,5,33.01
6659,2/3/20,35:00.0,38,25,31.71
6660,2/3/20,41:00.0,86,14,26.38
6661,2/3/20,42:00.0,185,4,153.12
6662,2/3/20,52:00.0,148,8,0
6663,2/3/20,53:00.0,114,23,64.64
6664,2/3/20,59:00.0,55,1,0
6665,2/3/20,02:00.0,47,26,96.37
6666,2/3/20,07:00.0,60,8,91.09
6667,2/3/20,22:00.0,158,22,106.5
6668,2/3/20,30:00.0,62,14,195.85
6669,2/3/20,57:00.0,55,23,114.28
6670,2/4/20,01:00.0,165,12,104.8
6671,2/4/20,04:00.0,102,9,0
6672,2/4/20,04:00.0,12,18,131.88
6673,2/4/20,06:00.0,72,28,126.2
6674,2/4/20,10:00.0,169,11,176.79
6675,2/4/20,14:00.0,171,2,77.26
6676,2/4/20,15:00.0,177,17,87.67
6677,2/4/20,22:00.0,152,2,187.6
6678,2/4/20,22:00.0,148,8,80.69
6679,2/4/20,23:00.0,53,13,234.25
6680,2/4/20,25:00.0,103,3,56.17
6681,2/4/20,26:00.0,136,13,0
6682,2/4/20,26:00.0,33,18,50.46
6683,2/4/20,27:00.0,68,28,55.09
6684,2/4/20,28:00.0,6,10,214.33
6685,2/4/20,29:00.0,1,3,62.1
6686,2/4/20,31:00.0,121,6,44.59
6687,2/4/20,46:00.0,141,4,135.19
6688,2/4/20,47:00.0,176,29,103.02
6689,2/4/20,47:00.0,99,25,186.79
6690,2/4/20,47:00.0,168,17,29.02
6691,2/4/20,53:00.0,113,17,55.07
6692,2/4/20,55:00.0,172,18,213.72
6693,2/4/20,58:00.0,168,13,39.87
6694,2/4/20,00:00.0,153,1,59.83
6695,2/4/20,01:00.0,68,28,61.14
6696,2/4/20,01:00.0,80,25,66.53
6697,2/4/20,01:00.0,154,20,170.51
6698,2/4/20,02:00.0,177,27,123.38
6699,2/4/20,04:00.0,1,1,67.56
6700,2/4/20,06:00.0,65,14,0
6701,2/4/20,16:00.0,97,2,154.6
6702,2/4/20,16:00.0,126,18,75.18
6703,2/4/20,17:00.0,82,2,163.77
6704,2/4/20,21:00.0,98,23,63.45
6705,2/4/20,22:00.0,136,6,0
6706,2/4/20,23:00.0,8,20,125.67
6707,2/4/20,28:00.0,22,13,88.92
6708,2/4/20,32:00.0,34,7,189.92
6709,2/4/20,34:00.0,122,13,50.87
6710,2/4/20,40:00.0,13,12,40.36
6711,2/4/20,40:00.0,96,28,35.23
6712,2/4/20,41:00.0,110,21,254.34
6713,2/4/20,42:00.0,63,12,80.81
6714,2/4/20,43:00.0,148,10,46.14
6715,2/4/20,45:00.0,11,18,0
6716,2/4/20,46:00.0,189,21,135.23
6717,2/4/20,47:00.0,126,16,73.63
6718,2/4/20,50:00.0,68,11,122.98
6719,2/4/20,51:00.0,158,5,188.33
6720,2/4/20,54:00.0,43,26,140.86
6721,2/4/20,55:00.0,133,14,62.56
6722,2/4/20,56:00.0,96,1,55.17
6723,2/4/20,56:00.0,80,15,24.35
6724,2/4/20,00:00.0,24,22,110.02
6725,2/4/20,03:00.0,66,17,79.78
6726,2/4/20,06:00.0,66,6,70.35
6727,2/4/20,13:00.0,167,9,47.59
6728,2/4/20,13:00.0,65,3,68.42
6729,2/4/20,19:00.0,186,29,92.65
6730,2/4/20,20:00.0,39,27,0
6731,2/4/20,24:00.0,71,23,219.88
6732,2/4/20,27:00.0,33,4,83.12
6733,2/4/20,30:00.0,29,27,46.8
6734,2/4/20,31:00.0,158,4,50.87
6735,2/4/20,33:00.0,35,21,145.49
6736,2/4/20,33:00.0,173,14,131.42
6737,2/4/20,38:00.0,4,17,23.8
6738,2/4/20,39:00.0,95,2,159.52
6739,2/4/20,40:00.0,183,27,236.37
6740,2/4/20,51:00.0,28,15,0
6741,2/4/20,53:00.0,107,21,0
6742,2/4/20,58:00.0,140,25,121.72
6743,2/4/20,59:00.0,141,9,32.09
6744,2/4/20,21:00.0,53,20,147.08
6745,2/4/20,26:00.0,150,14,31.66
6746,2/4/20,44:00.0,100,7,102.9
6747,2/4/20,04:00.0,182,8,115.89
6748,2/4/20,05:00.0,177,7,93.15
6749,2/4/20,10:00.0,14,22,186.71
6750,2/4/20,26:00.0,128,13,50.87
6751,2/4/20,48:00.0,29,19,146.78
6752,2/4/20,08:00.0,31,12,62.1
6753,2/4/20,15:00.0,148,28,66.83
6754,2/4/20,28:00.0,190,3,33.51
6755,2/4/20,40:00.0,59,14,120.62
6756,2/4/20,23:00.0,143,13,88.92
6757,2/4/20,29:00.0,194,5,197.62
6758,2/4/20,44:00.0,170,25,46.79
6759,2/4/20,46:00.0,89,21,35.12
6760,2/4/20,11:00.0,104,7,206.57
6761,2/4/20,17:00.0,21,13,24.43
6762,2/4/20,29:00.0,60,18,151.92
6763,2/4/20,01:00.0,181,30,0
6764,2/4/20,02:00.0,151,6,68
6765,2/4/20,02:00.0,100,1,32.08
6766,2/4/20,04:00.0,2,27,79.51
6767,2/4/20,05:00.0,169,15,34.14
6768,2/4/20,06:00.0,118,8,101.97
6769,2/4/20,06:00.0,74,13,217.05
6770,2/4/20,07:00.0,69,18,41
6771,2/4/20,08:00.0,125,18,36.2
6772,2/4/20,12:00.0,132,27,54.72
6773,2/4/20,17:00.0,170,12,30.93
6774,2/4/20,22:00.0,143,12,44.81
6775,2/4/20,22:00.0,88,29,103.02
6776,2/4/20,24:00.0,165,19,0
6777,2/4/20,25:00.0,134,6,185.29
6778,2/4/20,26:00.0,65,24,29.33
6779,2/4/20,31:00.0,88,27,46.8
6780,2/4/20,32:00.0,3,5,0
6781,2/4/20,33:00.0,31,30,126.3
6782,2/4/20,37:00.0,184,22,150.72
6783,2/4/20,46:00.0,108,12,40.36
6784,2/4/20,49:00.0,109,7,40
6785,2/4/20,50:00.0,76,4,93
6786,2/4/20,57:00.0,128,17,44.93
6787,2/4/20,57:00.0,177,26,0
6788,2/4/20,00:00.0,189,6,115.55
6789,2/4/20,03:00.0,193,13,104.12
6790,2/4/20,06:00.0,113,17,217
6791,2/4/20,07:00.0,111,20,149.1
6792,2/4/20,07:00.0,122,7,0
6793,2/4/20,08:00.0,10,20,180.55
6794,2/4/20,11:00.0,150,13,0
6795,2/4/20,15:00.0,13,9,135.94
6796,2/4/20,17:00.0,189,25,0
6797,2/4/20,18:00.0,64,25,39.21
6798,2/4/20,24:00.0,170,8,78.81
6799,2/4/20,25:00.0,131,1,68.62
6800,2/4/20,26:00.0,188,17,0
6801,2/4/20,30:00.0,147,30,0
6802,2/4/20,32:00.0,128,1,155.69
6803,2/4/20,36:00.0,35,1,137.25
6804,2/4/20,38:00.0,24,4,176.67
6805,2/4/20,41:00.0,47,9,0
6806,2/4/20,42:00.0,65,9,84.4
6807,2/4/20,43:00.0,127,18,0
6808,2/4/20,47:00.0,70,1,43.22
6809,2/4/20,02:00.0,6,7,39.08
6810,2/4/20,02:00.0,27,19,0
6811,2/4/20,04:00.0,161,4,218.66
6812,2/4/20,06:00.0,43,16,231.7
6813,2/4/20,11:00.0,91,17,0
6814,2/4/20,13:00.0,22,18,0
6815,2/4/20,14:00.0,121,20,89.02
6816,2/4/20,14:00.0,101,2,82.49
6817,2/4/20,15:00.0,87,21,138.43
6818,2/4/20,20:00.0,147,11,30.12
6819,2/4/20,22:00.0,11,16,51.18
6820,2/4/20,29:00.0,158,3,76.03
6821,2/4/20,33:00.0,21,11,227.23
6822,2/4/20,34:00.0,149,23,68.28
6823,2/4/20,35:00.0,2,21,124.94
6824,2/4/20,36:00.0,198,22,0
6825,2/4/20,37:00.0,137,30,195.07
6826,2/4/20,40:00.0,90,20,138.12
6827,2/4/20,40:00.0,76,25,116.86
6828,2/4/20,43:00.0,162,2,0
6829,2/4/20,43:00.0,58,18,92.9
6830,2/4/20,44:00.0,22,18,50.46
6831,2/4/20,45:00.0,63,27,159.43
6832,2/4/20,47:00.0,32,1,209.04
6833,2/4/20,49:00.0,173,23,63.64
6834,2/4/20,52:00.0,164,8,246.26
6835,2/4/20,54:00.0,105,20,130.21
6836,2/4/20,56:00.0,130,24,198.53
6837,2/4/20,56:00.0,160,12,23.07
6838,2/4/20,57:00.0,1,21,126.94
6839,2/4/20,23:00.0,3,19,22.77
6840,2/4/20,42:00.0,16,11,92.28
6841,2/4/20,55:00.0,56,19,31.06
6842,2/4/20,18:00.0,14,22,50.34
6843,2/4/20,19:00.0,63,11,123.56
6844,2/4/20,26:00.0,7,2,83.69
6845,2/4/20,32:00.0,194,25,175.23
6846,2/5/20,00:00.0,196,21,131.4
6847,2/5/20,01:00.0,40,2,112.05
6848,2/5/20,09:00.0,75,6,80.64
6849,2/5/20,11:00.0,177,20,209.34
6850,2/5/20,13:00.0,89,9,138.45
6851,2/5/20,14:00.0,5,5,72.77
6852,2/5/20,15:00.0,84,18,277.81
6853,2/5/20,18:00.0,55,4,149.77
6854,2/5/20,19:00.0,61,10,79.36
6855,2/5/20,19:00.0,34,15,108.78
6856,2/5/20,20:00.0,36,29,83.48
6857,2/5/20,24:00.0,109,14,0
6858,2/5/20,24:00.0,100,18,173.65
6859,2/5/20,26:00.0,127,16,154.29
6860,2/5/20,32:00.0,46,27,33.33
6861,2/5/20,32:00.0,131,29,87.91
6862,2/5/20,35:00.0,43,9,50.01
6863,2/5/20,42:00.0,103,29,0
6864,2/5/20,43:00.0,111,1,72.24
6865,2/5/20,49:00.0,47,30,200.57
6866,2/5/20,51:00.0,19,5,163.4
6867,2/5/20,52:00.0,86,28,176.3
6868,2/5/20,54:00.0,121,17,52.82
6869,2/5/20,59:00.0,20,5,73.6
6870,2/5/20,59:00.0,152,22,172.17
6871,2/5/20,01:00.0,136,3,33.51
6872,2/5/20,04:00.0,12,9,129.89
6873,2/5/20,07:00.0,48,10,79.36
6874,2/5/20,08:00.0,122,2,0
6875,2/5/20,08:00.0,137,30,172.96
6876,2/5/20,08:00.0,119,7,0
6877,2/5/20,14:00.0,1,30,109.62
6878,2/5/20,16:00.0,174,8,186.66
6879,2/5/20,18:00.0,96,28,73.66
6880,2/5/20,19:00.0,116,21,82.43
6881,2/5/20,21:00.0,37,16,75.68
6882,2/5/20,24:00.0,84,12,140.15
6883,2/5/20,25:00.0,131,19,33.84
6884,2/5/20,25:00.0,170,3,103.33
6885,2/5/20,29:00.0,177,10,233.03
6886,2/5/20,31:00.0,55,13,181.94
6887,2/5/20,34:00.0,40,14,213.04
6888,2/5/20,39:00.0,181,12,0
6889,2/5/20,40:00.0,30,16,117.84
6890,2/5/20,40:00.0,9,9,86.8
6891,2/5/20,40:00.0,196,19,35.25
6892,2/5/20,43:00.0,199,10,0
6893,2/5/20,43:00.0,173,21,102.32
6894,2/5/20,45:00.0,170,14,31.28
6895,2/5/20,46:00.0,20,2,45.35
6896,2/5/20,46:00.0,31,15,114.93
6897,2/5/20,53:00.0,162,5,125.01
6898,2/5/20,53:00.0,161,14,176.75
6899,2/5/20,55:00.0,115,14,158.84
6900,2/5/20,56:00.0,36,12,57.3
6901,2/5/20,59:00.0,32,14,34.45
6902,2/5/20,01:00.0,55,7,216.72
6903,2/5/20,02:00.0,198,3,114.76
6904,2/5/20,03:00.0,34,9,190.99
6905,2/5/20,04:00.0,138,7,49.62
6906,2/5/20,04:00.0,186,29,218.99
6907,2/5/20,07:00.0,72,14,59.08
6908,2/5/20,12:00.0,123,19,22.77
6909,2/5/20,16:00.0,187,26,45.59
6910,2/5/20,16:00.0,55,29,0
6911,2/5/20,18:00.0,71,21,136.4
6912,2/5/20,19:00.0,92,12,85.51
6913,2/5/20,24:00.0,184,18,257.52
6914,2/5/20,25:00.0,23,10,0
6915,2/5/20,26:00.0,195,17,235.88
6916,2/5/20,27:00.0,153,26,229.13
6917,2/5/20,31:00.0,191,11,0
6918,2/5/20,31:00.0,102,21,55.5
6919,2/5/20,35:00.0,188,5,90.51
6920,2/5/20,36:00.0,74,27,53.19
6921,2/5/20,39:00.0,147,9,158.56
6922,2/5/20,39:00.0,180,28,0
6923,2/5/20,41:00.0,101,18,50.46
6924,2/5/20,44:00.0,92,8,36.15
6925,2/5/20,45:00.0,59,1,0
6926,2/5/20,46:00.0,22,13,154.2
6927,2/5/20,51:00.0,157,19,69.09
6928,2/5/20,05:00.0,131,23,63.64
6929,2/5/20,09:00.0,152,28,74.53
6930,2/5/20,20:00.0,74,3,59.66
6931,2/5/20,21:00.0,97,5,59.37
6932,2/5/20,24:00.0,151,8,143.05
6933,2/5/20,28:00.0,3,24,114.06
6934,2/5/20,28:00.0,56,6,162.89
6935,2/5/20,29:00.0,84,18,80.6
6936,2/5/20,38:00.0,159,11,113.38
6937,2/5/20,40:00.0,59,29,30.08
6938,2/5/20,46:00.0,143,12,67.58
6939,2/5/20,26:00.0,20,16,0
6940,2/5/20,35:00.0,89,26,0
6941,2/5/20,36:00.0,98,2,31.91
6942,2/5/20,44:00.0,81,8,0
6943,2/5/20,51:00.0,117,4,136.55
6944,2/5/20,04:00.0,98,1,32.43
6945,2/5/20,14:00.0,116,15,73.4
6946,2/5/20,22:00.0,47,19,60.38
6947,2/5/20,32:00.0,190,4,119.06
6948,2/5/20,33:00.0,174,6,68.61
6949,2/5/20,41:00.0,178,2,77.65
6950,2/5/20,36:00.0,178,21,71.81
6951,2/5/20,45:00.0,153,6,68
6952,2/5/20,03:00.0,197,12,0
6953,2/5/20,03:00.0,51,13,92.19
6954,2/5/20,09:00.0,78,3,34.91
6955,2/5/20,00:00.0,37,5,113.24
6956,2/5/20,00:00.0,65,30,70.82
6957,2/5/20,01:00.0,113,17,90.41
6958,2/5/20,01:00.0,101,22,21.83
6959,2/5/20,02:00.0,106,27,53.19
6960,2/5/20,02:00.0,101,12,52.67
6961,2/5/20,03:00.0,46,3,93.19
6962,2/5/20,04:00.0,124,18,80.6
6963,2/5/20,07:00.0,170,3,137.09
6964,2/5/20,07:00.0,185,5,59.37
6965,2/5/20,08:00.0,40,10,96.17
6966,2/5/20,09:00.0,166,25,96.56
6967,2/5/20,13:00.0,183,28,99.22
6968,2/5/20,13:00.0,125,3,34.89
6969,2/5/20,15:00.0,120,4,214.2
6970,2/5/20,17:00.0,55,23,156.24
6971,2/5/20,19:00.0,184,15,58.49
6972,2/5/20,20:00.0,153,24,191.92
6973,2/5/20,26:00.0,166,7,34.95
6974,2/5/20,27:00.0,168,11,0
6975,2/5/20,28:00.0,73,2,26.12
6976,2/5/20,28:00.0,16,22,126.67
6977,2/5/20,32:00.0,88,26,31.69
6978,2/5/20,36:00.0,123,2,83.69
6979,2/5/20,37:00.0,188,24,113.8
6980,2/5/20,38:00.0,29,3,89.68
6981,2/5/20,44:00.0,97,25,75.19
6982,2/5/20,47:00.0,167,25,0
6983,2/5/20,47:00.0,157,30,122.82
6984,2/5/20,48:00.0,3,16,0
6985,2/5/20,51:00.0,122,28,38.43
6986,2/5/20,52:00.0,11,13,92.19
6987,2/5/20,53:00.0,155,21,70.73
6988,2/5/20,57:00.0,10,28,81.22
6989,2/5/20,02:00.0,92,19,0
6990,2/5/20,04:00.0,188,11,134.73
6991,2/5/20,09:00.0,153,1,0
6992,2/5/20,11:00.0,108,27,30.53
6993,2/5/20,20:00.0,162,28,109.06
6994,2/5/20,28:00.0,119,16,39
6995,2/5/20,30:00.0,108,22,62.05
6996,2/5/20,30:00.0,185,5,99.84
6997,2/5/20,31:00.0,18,10,0
6998,2/5/20,33:00.0,64,8,36.15
6999,2/5/20,40:00.0,51,14,199.47
7000,2/5/20,41:00.0,49,27,268.24
7001,2/5/20,42:00.0,73,23,201.9
7002,2/5/20,44:00.0,123,10,90.1
7003,2/5/20,45:00.0,144,13,158.45
7004,2/5/20,45:00.0,16,14,67.97
7005,2/5/20,47:00.0,69,2,34.4
7006,2/5/20,48:00.0,184,5,0
7007,2/5/20,50:00.0,200,21,88.3
7008,2/5/20,00:00.0,43,17,229.1
7009,2/5/20,04:00.0,78,15,57.71
7010,2/5/20,05:00.0,60,12,147.53
7011,2/5/20,06:00.0,184,29,105.78
7012,2/5/20,15:00.0,72,7,34.95
7013,2/5/20,15:00.0,81,17,23.8
7014,2/5/20,16:00.0,68,29,70.53
7015,2/5/20,21:00.0,111,26,76.76
7016,2/5/20,26:00.0,95,15,170.73
7017,2/5/20,26:00.0,107,9,224.1
7018,2/5/20,26:00.0,160,11,63.32
7019,2/5/20,27:00.0,108,16,77.97
7020,2/5/20,29:00.0,105,13,42.89
7021,2/5/20,30:00.0,19,13,39.87
7022,2/5/20,30:00.0,84,26,0
7023,2/5/20,33:00.0,199,27,93.39
7024,2/5/20,33:00.0,171,29,253.04
7025,2/5/20,34:00.0,136,1,127.41
7026,2/5/20,37:00.0,122,16,184.65
7027,2/5/20,39:00.0,185,10,262.9
7028,2/5/20,41:00.0,77,9,137.05
7029,2/5/20,46:00.0,176,27,195.21
7030,2/5/20,48:00.0,162,5,71.66
7031,2/5/20,48:00.0,74,12,37.63
7032,2/5/20,55:00.0,14,6,45.2
7033,2/5/20,08:00.0,16,21,0
7034,2/5/20,11:00.0,7,13,156.98
7035,2/5/20,15:00.0,168,13,189.51
7036,2/5/20,21:00.0,62,3,164.01
7037,2/5/20,35:00.0,9,21,0
7038,2/5/20,57:00.0,58,23,104.88
7039,2/5/20,06:00.0,56,30,0
7040,2/5/20,42:00.0,23,18,114.78
7041,2/6/20,03:00.0,163,6,30.34
7042,2/6/20,06:00.0,74,14,170.09
7043,2/6/20,06:00.0,28,5,41.82
7044,2/6/20,06:00.0,142,15,94.25
7045,2/6/20,07:00.0,76,7,0
7046,2/6/20,07:00.0,140,25,72.2
7047,2/6/20,09:00.0,186,26,186.56
7048,2/6/20,09:00.0,55,21,79.67
7049,2/6/20,17:00.0,174,21,162.93
7050,2/6/20,17:00.0,102,6,111.82
7051,2/6/20,17:00.0,109,20,192.17
7052,2/6/20,20:00.0,45,8,201.42
7053,2/6/20,24:00.0,115,3,126.68
7054,2/6/20,26:00.0,42,4,146.06
7055,2/6/20,26:00.0,193,5,0
7056,2/6/20,28:00.0,129,14,40.31
7057,2/6/20,28:00.0,71,22,26.8
7058,2/6/20,31:00.0,148,10,0
7059,2/6/20,33:00.0,61,5,117.35
7060,2/6/20,34:00.0,190,11,198.57
7061,2/6/20,37:00.0,24,7,119.52
7062,2/6/20,38:00.0,94,30,167.55
7063,2/6/20,39:00.0,77,24,43.71
7064,2/6/20,45:00.0,110,24,40.37
7065,2/6/20,46:00.0,144,17,30.39
7066,2/6/20,46:00.0,25,14,80.23
7067,2/6/20,46:00.0,163,29,153.25
7068,2/6/20,49:00.0,144,7,72.94
7069,2/6/20,51:00.0,171,30,207.2
7070,2/6/20,51:00.0,32,5,71.54
7071,2/6/20,53:00.0,4,10,94.13
7072,2/6/20,56:00.0,22,18,172.08
7073,2/6/20,56:00.0,178,11,169.66
7074,2/6/20,58:00.0,8,27,199.77
7075,2/6/20,58:00.0,75,9,89.71
7076,2/6/20,58:00.0,112,16,231.69
7077,2/6/20,00:00.0,148,30,55.98
7078,2/6/20,01:00.0,154,28,64.58
7079,2/6/20,06:00.0,181,4,136.99
7080,2/6/20,10:00.0,173,16,106.04
7081,2/6/20,13:00.0,148,3,93.17
7082,2/6/20,15:00.0,66,29,30.08
7083,2/6/20,17:00.0,36,21,0
7084,2/6/20,18:00.0,21,10,25.81
7085,2/6/20,18:00.0,107,10,251.01
7086,2/6/20,19:00.0,198,3,93.17
7087,2/6/20,20:00.0,102,24,49.56
7088,2/6/20,20:00.0,146,11,43.96
7089,2/6/20,23:00.0,193,26,126.2
7090,2/6/20,27:00.0,142,27,130.31
7091,2/6/20,28:00.0,166,16,117.52
7092,2/6/20,28:00.0,44,24,123.8
7093,2/6/20,29:00.0,59,30,175.45
7094,2/6/20,31:00.0,139,9,182.96
7095,2/6/20,31:00.0,23,23,97.87
7096,2/6/20,33:00.0,96,22,98.24
7097,2/6/20,34:00.0,145,9,71.27
7098,2/6/20,41:00.0,130,13,156.1
7099,2/6/20,41:00.0,115,1,109.78
7100,2/6/20,45:00.0,90,15,39.36
7101,2/6/20,46:00.0,73,2,249.58
7102,2/6/20,48:00.0,22,21,109.01
7103,2/6/20,49:00.0,49,24,0
7104,2/6/20,50:00.0,120,7,0
7105,2/6/20,52:00.0,72,5,40.47
7106,2/6/20,56:00.0,118,11,193.43
7107,2/6/20,58:00.0,93,30,0
7108,2/6/20,02:00.0,146,21,140.2
7109,2/6/20,03:00.0,120,26,115.08
7110,2/6/20,03:00.0,117,17,34.3
7111,2/6/20,03:00.0,198,9,0
7112,2/6/20,07:00.0,5,10,64.29
7113,2/6/20,09:00.0,195,3,118.27
7114,2/6/20,10:00.0,10,4,136.99
7115,2/6/20,12:00.0,5,2,33.76
7116,2/6/20,14:00.0,59,28,95.77
7117,2/6/20,17:00.0,55,22,59.68
7118,2/6/20,19:00.0,75,30,96.68
7119,2/6/20,21:00.0,130,12,23.07
7120,2/6/20,21:00.0,152,29,112.79
7121,2/6/20,22:00.0,140,21,79.67
7122,2/6/20,22:00.0,128,4,0
7123,2/6/20,23:00.0,6,10,148.07
7124,2/6/20,25:00.0,59,25,177.02
7125,2/6/20,28:00.0,22,20,121.36
7126,2/6/20,30:00.0,25,12,0
7127,2/6/20,34:00.0,55,23,76.22
7128,2/6/20,34:00.0,173,16,39
7129,2/6/20,35:00.0,35,10,97.11
7130,2/6/20,36:00.0,76,20,72.46
7131,2/6/20,38:00.0,177,17,44.93
7132,2/6/20,43:00.0,182,6,104.05
7133,2/6/20,45:00.0,108,28,35.23
7134,2/6/20,47:00.0,159,8,182.66
7135,2/6/20,47:00.0,13,28,99.81
7136,2/6/20,49:00.0,37,22,157.21
7137,2/6/20,55:00.0,41,28,36.71
7138,2/6/20,56:00.0,148,22,0
7139,2/6/20,58:00.0,87,29,115.97
7140,2/6/20,33:00.0,166,18,56.7
7141,2/6/20,38:00.0,29,17,104.55
